Bos_taurus	Capra_hircus	Ovis_aries	Homo_sapiens	Chlorocebus_sabaeus	name
ENSBTAT00000019513	XM_018051398.1	ENSOART00000016919	ENST00000324096	ENSCSAT00000003536	ENSG00000130479_MAP1S
ENSBTAT00000047473	XM_005690510.3	ENSOART00000017449	ENST00000281701	ENSCSAT00000014289	ENSG00000143748_NVL
	XM_005683384.3	ENSOART00000016558	ENST00000254037		ENSG00000131732_ZCCHC9
ENSBTAT00000061546	XM_005676781.3	ENSOART00000003330	ENST00000373871	ENSCSAT00000017527	ENSG00000158161_EYA3
ENSBTAT00000043330	XM_018062851.1	ENSOART00000015284	ENST00000599957	ENSCSAT00000000150	ENSG00000131409_LRRC4B
ENSBTAT00000024795	XM_005694987.2	ENSOART00000013594	ENST00000394272	ENSCSAT00000015161	ENSG00000184508_HDDC3
ENSBTAT00000017032	XM_018059014.1	ENSOART00000013249	ENST00000337979	ENSCSAT00000004141	ENSG00000166900_STX3
ENSBTAT00000038035	XM_018057257.1		ENST00000339394	ENSCSAT00000017506	ENSG00000162512_SDC3
ENSBTAT00000047969	XM_018055273.1	ENSOART00000001982	ENST00000435505	ENSCSAT00000012476	ENSG00000028116_VRK2
ENSBTAT00000054399	XM_018061031.1		ENST00000404820	ENSCSAT00000007911	ENSG00000186998_EMID1
ENSBTAT00000017324	XM_013967012.2	ENSOART00000022427	ENST00000260403	ENSCSAT00000006962	ENSG00000137842_TMEM62
ENSBTAT00000022456	XM_005695031.3	ENSOART00000012885	ENST00000300060	ENSCSAT00000015221	ENSG00000166825_ANPEP
ENSBTAT00000064711	XM_018051601.1	ENSOART00000003457	ENST00000504734	ENSCSAT00000006437	ENSG00000127022_CANX
ENSBTAT00000009227	XM_018041136.1	ENSOART00000012152	ENST00000368821	ENSCSAT00000002531	ENSG00000175018_TEX36
ENSBTAT00000005983	XM_018044453.1	ENSOART00000010675	ENST00000433834	ENSCSAT00000017653	ENSG00000077549_CAPZB
ENSBTAT00000016845	XM_018053593.1	ENSOART00000020161	ENST00000566799	ENSCSAT00000011613	ENSG00000103647_CORO2B
ENSBTAT00000016038	XM_005692787.3	ENSOART00000011215	ENST00000221538	ENSCSAT00000001146	ENSG00000104941_RSPH6A
ENSBTAT00000028759	XM_018049327.1	ENSOART00000004369	ENST00000251496	ENSCSAT00000014610	ENSG00000109805_NCAPG
ENSBTAT00000015635	XM_018052050.1	ENSOART00000014185	ENST00000636438	ENSCSAT00000006505	ENSG00000119139_TJP2
ENSBTAT00000001467	XM_018063835.1	ENSOART00000012289	ENST00000580123	ENSCSAT00000002722	ENSG00000170190_SLC16A5
ENSBTAT00000014267	XM_018056584.1	ENSOART00000018535	ENST00000405846	ENSCSAT00000018682	ENSG00000132975_GPR12
ENSBTAT00000024371	XM_018064531.1	ENSOART00000008361	ENST00000293778	ENSCSAT00000011181	ENSG00000161921_CXCL16
ENSBTAT00000026288	XM_005687811.2	ENSOART00000011047	ENST00000378392	ENSCSAT00000011724	ENSG00000132623_ANKEF1
ENSBTAT00000003996	XM_018043312.1	ENSOART00000004364	ENST00000377793	ENSCSAT00000004935	ENSG00000110583_NAA40
ENSBTAT00000013412	XM_018041046.1	ENSOART00000018099	ENST00000300061	ENSCSAT00000004956	ENSG00000166828_SCNN1G
ENSBTAT00000065689		ENSOART00000006743	ENST00000321522		ENSG00000176787_OR52E2
ENSBTAT00000066234	XM_018056506.1	ENSOART00000016956	ENST00000377636	ENSCSAT00000015697	ENSG00000136111_TBC1D4
ENSBTAT00000065092	XM_018064313.1	ENSOART00000003691	ENST00000453384	ENSCSAT00000005187	ENSG00000109113_RAB34
ENSBTAT00000006447	XM_013975225.2	ENSOART00000016479	ENST00000277895	ENSCSAT00000002925	ENSG00000099204_ABLIM1
ENSBTAT00000049801	XM_005683150.3	ENSOART00000005710	ENST00000329271	ENSCSAT00000009924	ENSG00000164284_GRPEL2
ENSBTAT00000004276	XM_018063840.1	ENSOART00000012397	ENST00000301585	ENSCSAT00000002690	ENSG00000167862_MRPL58
ENSBTAT00000013295	XM_018062147.1	ENSOART00000003223	ENST00000348579	ENSCSAT00000001926	ENSG00000159714_ZDHHC1
ENSBTAT00000053943	XM_018060978.1		ENST00000406955	ENSCSAT00000007283	ENSG00000128242_GAL3ST1
ENSBTAT00000026372	XM_018047233.1	ENSOART00000004778	ENST00000011473	ENSCSAT00000009517	ENSG00000008282_SYPL1
	XM_013967728.2	ENSOART00000022175	ENST00000417012	ENSCSAT00000019526	ENSG00000162951_LRRTM1
ENSBTAT00000017544	XM_005686181.2	ENSOART00000002425	ENST00000393774	ENSCSAT00000009984	ENSG00000100565_LRRC74A
ENSBTAT00000018746	XM_018044231.1	ENSOART00000013489	ENST00000370853	ENSCSAT00000005869	ENSG00000076770_MBNL3
ENSBTAT00000012232	XM_005700791.3	ENSOART00000013508	ENST00000326194	ENSCSAT00000011367	ENSG00000102312_PORCN
ENSBTAT00000008898	XM_013965657.2	ENSOART00000002533	ENST00000359120	ENSCSAT00000010392	ENSG00000156463_SH3RF2
ENSBTAT00000005120	XM_018059581.1		ENST00000479077	ENSCSAT00000018868	ENSG00000179921_GPBAR1
ENSBTAT00000027998	XM_018041376.1	ENSOART00000021207	ENST00000314607	ENSCSAT00000017450	ENSG00000146463_ZMYM4
ENSBTAT00000011049	XM_005682576.3	ENSOART00000012800	ENST00000330133	ENSCSAT00000009038	ENSG00000183617_MRPL54
ENSBTAT00000023082	XM_018050227.1	ENSOART00000000693	ENST00000389054	ENSCSAT00000010580	ENSG00000131504_DIAPH1
ENSBTAT00000023751	XM_005679159.2	ENSOART00000001434	ENST00000341049	ENSCSAT00000009007	ENSG00000105974_CAV1
ENSBTAT00000025655	XM_018060712.1	ENSOART00000003021	ENST00000318130	ENSCSAT00000010933	ENSG00000116406_EDEM3
ENSBTAT00000023694	XM_018061819.1	ENSOART00000012516	ENST00000268638	ENSCSAT00000001173	ENSG00000140968_IRF8
ENSBTAT00000006968	XM_005682989.3	ENSOART00000017612	ENST00000323760	ENSCSAT00000011236	ENSG00000158402_CDC25C
ENSBTAT00000035556	XM_005686164.3	ENSOART00000002708	ENST00000380835	ENSCSAT00000009861	ENSG00000165555_NOXRED1
ENSBTAT00000065041	XM_005681464.3	ENSOART00000005608	ENST00000382152	ENSCSAT00000014649	ENSG00000185774_KCNIP4
ENSBTAT00000042594	XM_018048882.1	ENSOART00000021002	ENST00000444313	ENSCSAT00000003470	ENSG00000138964_PARVG
ENSBTAT00000001744	XM_005688218.2	ENSOART00000005698	ENST00000380445	ENSCSAT00000011448	ENSG00000215305_VPS16
ENSBTAT00000018538	XM_018060242.1	ENSOART00000003496	ENST00000366508	ENSCSAT00000007164	ENSG00000153207_AHCTF1
ENSBTAT00000009629	XM_018066403.1		ENST00000331782	ENSCSAT00000007627	ENSG00000184916_JAG2
ENSBTAT00000037060	XM_018054393.1	ENSOART00000018486	ENST00000398399	ENSCSAT00000003959	ENSG00000206538_VGLL3
		ENSOART00000002270	ENST00000586182		ENSG00000186529_CYP4F3
ENSBTAT00000018702	XM_018047351.1	ENSOART00000010245	ENST00000428135	ENSCSAT00000011615	ENSG00000071189_SNX13
ENSBTAT00000010887	XM_018041657.1	ENSOART00000016253	ENST00000355311	ENSCSAT00000002461	ENSG00000108001_EBF3
ENSBTAT00000026824	XM_005683674.2	ENSOART00000015143	ENST00000380911	ENSCSAT00000007244	ENSG00000147869_CER1
ENSBTAT00000007340	XM_013974001.2	ENSOART00000002526	ENST00000337523	ENSCSAT00000007068	ENSG00000204348_DXO
ENSBTAT00000035972	XM_005685549.2	ENSOART00000022434	ENST00000300215	ENSCSAT00000006975	ENSG00000166947_EPB42
ENSBTAT00000032182	XM_005692524.3	ENSOART00000006071	ENST00000263372	ENSCSAT00000002131	ENSG00000099337_KCNK6
ENSBTAT00000021414	XM_018066439.1	ENSOART00000011654	ENST00000337975	ENSCSAT00000018167	ENSG00000183655_KLHL25
ENSBTAT00000028269	NM_001285754.1	ENSOART00000006602	ENST00000566955	ENSCSAT00000004102	ENSG00000180209_MYLPF
ENSBTAT00000018021	XM_018053535.1	ENSOART00000004604	ENST00000159060	ENSCSAT00000011332	ENSG00000074771_NOX3
ENSBTAT00000024626	XM_018065601.1	ENSOART00000016697	ENST00000296564	ENSCSAT00000015437	ENSG00000164151_ICE1
ENSBTAT00000000018	XM_018039177.1	ENSOART00000009233	ENST00000454783		ENSG00000226979_LTA
ENSBTAT00000014100	XM_005682114.3	ENSOART00000014089	ENST00000355502	ENSCSAT00000003409	ENSG00000105650_PDE4C
ENSBTAT00000008184	XM_018046143.1	ENSOART00000000938	ENST00000368680	ENSCSAT00000016659	ENSG00000169418_NPR1
ENSBTAT00000006815	XM_013972744.2	ENSOART00000007145	ENST00000334025	ENSCSAT00000014081	ENSG00000186479_RGS7BP
ENSBTAT00000060954	XM_018058249.1	ENSOART00000006175	ENST00000286688	ENSCSAT00000010566	ENSG00000156172_C8orf37
ENSBTAT00000051951	XM_018062262.1		ENST00000334176	ENSCSAT00000018603	ENSG00000186326_RGS9BP
ENSBTAT00000004918	XM_018044002.1	ENSOART00000005336	ENST00000374839	ENSCSAT00000010049	ENSG00000126970_ZC4H2
ENSBTAT00000047799	XM_013964481.2	ENSOART00000011069	ENST00000451321	ENSCSAT00000002023	ENSG00000138785_INTS12
ENSBTAT00000064116	XM_005680252.3	ENSOART00000005069	ENST00000416284	ENSCSAT00000002572	ENSG00000198673_FAM19A2
ENSBTAT00000026596	XM_005686571.3	ENSOART00000006021	ENST00000409105	ENSCSAT00000011620	ENSG00000180398_MCFD2
ENSBTAT00000014104		ENSOART00000014241	ENST00000399634	ENSCSAT00000009417	ENSG00000151067_CACNA1C
ENSBTAT00000053671	XM_013963898.2	ENSOART00000003970	ENST00000543942	ENSCSAT00000002523	ENSG00000185306_C12orf56
ENSBTAT00000024046	XM_018042909.1	ENSOART00000000501	ENST00000359947	ENSCSAT00000017347	ENSG00000142949_PTPRF
	XM_013962911.2	ENSOART00000000860	ENST00000361745	ENSCSAT00000017336	ENSG00000178028_DMAP1
ENSBTAT00000024972	XM_018062098.1	ENSOART00000012417	ENST00000281924	ENSCSAT00000014519	ENSG00000152128_TMEM163
		ENSOART00000002815	ENST00000235307	ENSCSAT00000010918	ENSG00000116667_C1orf21
ENSBTAT00000010778	XM_005682386.3	ENSOART00000019849	ENST00000312423	ENSCSAT00000004852	ENSG00000173928_SWSAP1
	XM_005684021.3	ENSOART00000010722	ENST00000330560	ENSCSAT00000014171	ENSG00000184661_CDCA2
ENSBTAT00000003312	XM_005686638.3	ENSOART00000001083	ENST00000393909		ENSG00000115364_MRPL19
ENSBTAT00000009085	XM_005678972.3	ENSOART00000006858	ENST00000405863	ENSCSAT00000019209	ENSG00000122584_NXPH1
ENSBTAT00000057121	XM_005675574.2	ENSOART00000004701	ENST00000465419	ENSCSAT00000009725	ENSG00000214237_MINDY4B
ENSBTAT00000015592	XM_018040708.1	ENSOART00000017909	ENST00000219689	ENSCSAT00000004966	ENSG00000103404_USP31
ENSBTAT00000000703	XM_018064744.1	ENSOART00000019802	ENST00000461366	ENSCSAT00000005921	ENSG00000128482_RNF112
ENSBTAT00000020672	XM_018067209.1	ENSOART00000010987	ENST00000361055	ENSCSAT00000009733	ENSG00000144744_UBA3
	XM_018044442.1	ENSOART00000008785	ENST00000334651	ENSCSAT00000013772	ENSG00000169084_DHRSX
ENSBTAT00000018957	XM_018061828.1	ENSOART00000012961	ENST00000268616	ENSCSAT00000001160	ENSG00000140948_ZCCHC14
ENSBTAT00000025049	XM_018051723.1	ENSOART00000003320	ENST00000230732	ENSCSAT00000010351	ENSG00000091010_POU4F3
ENSBTAT00000027997	XM_018062824.1	ENSOART00000009733	ENST00000444746	ENSCSAT00000014182	ENSG00000080345_RIF1
ENSBTAT00000022379	XM_005685664.3	ENSOART00000022601	ENST00000607537	ENSCSAT00000010578	ENSG00000169118_CSNK1G1
ENSBTAT00000019753	XM_005698208.3	ENSOART00000017667	ENST00000238994	ENSCSAT00000004647	ENSG00000119938_PPP1R3C
ENSBTAT00000003419	XM_018061803.1	ENSOART00000012115	ENST00000344861	ENSCSAT00000001188	ENSG00000153786_ZDHHC7
ENSBTAT00000016949	XM_018065863.1	ENSOART00000009367	ENST00000392554	ENSCSAT00000007597	ENSG00000184887_BTBD6
ENSBTAT00000049158	XM_018042268.1	ENSOART00000003812	ENST00000366600	ENSCSAT00000008147	ENSG00000162885_B3GALNT2
ENSBTAT00000018362	XM_018056592.1	ENSOART00000013514	ENST00000332715	ENSCSAT00000016072	ENSG00000183463_URAD
ENSBTAT00000056995	XM_005709481.3	ENSOART00000005053	ENST00000322128	ENSCSAT00000018688	ENSG00000180543_TSPYL5
ENSBTAT00000063124	XM_005677570.3	ENSOART00000000274	ENST00000368775	ENSCSAT00000016689	ENSG00000198854_C1orf68
ENSBTAT00000020226	XM_018054366.1	ENSOART00000022479	ENST00000267436	ENSCSAT00000013268	ENSG00000087299_L2HGDH
ENSBTAT00000009064	XM_018060163.1	ENSOART00000012871	ENST00000366923	ENSCSAT00000013869	ENSG00000136628_EPRS
ENSBTAT00000003330	NM_001287568.1	ENSOART00000018205	ENST00000307128	ENSCSAT00000001783	ENSG00000172399_MYOZ2
ENSBTAT00000001952	XM_018049918.1	ENSOART00000010529	ENST00000309447	ENSCSAT00000014931	ENSG00000174145_NWD2
ENSBTAT00000061053	XM_005694637.3	ENSOART00000006871	ENST00000514814	ENSCSAT00000014047	ENSG00000123219_CENPK
ENSBTAT00000020194	XM_018043443.1	ENSOART00000015725	ENST00000280258	ENSCSAT00000017925	ENSG00000150687_PRSS23
ENSBTAT00000026869	XM_005684789.3		ENST00000367837	ENSCSAT00000014841	ENSG00000112339_HBS1L
ENSBTAT00000021581	XM_018047101.1	ENSOART00000009585	ENST00000409123	ENSCSAT00000012520	ENSG00000122574_WIPF3
		ENSOART00000001453	ENST00000618759	ENSCSAT00000004924	ENSG00000133561_GIMAP6
ENSBTAT00000025615		ENSOART00000022808	ENST00000320756		ENSG00000111196_MAGOHB
			ENST00000299502	ENSCSAT00000016303	ENSG00000197632_SERPINB2
ENSBTAT00000064033	XM_005709633.3	ENSOART00000010569	ENST00000297324		ENSG00000164743_C8orf48
ENSBTAT00000014951	XM_018061512.1	ENSOART00000015301	ENST00000392318	ENSCSAT00000010142	ENSG00000128641_MYO1B
ENSBTAT00000025002	XM_018049481.1	ENSOART00000003719	ENST00000264229	ENSCSAT00000003079	ENSG00000109265_KIAA1211
ENSBTAT00000036173	XM_018051044.1	ENSOART00000017592	ENST00000222005	ENSCSAT00000005281	ENSG00000105401_CDC37
ENSBTAT00000009759	XM_005689133.3	ENSOART00000010584	ENST00000297350	ENSCSAT00000008949	ENSG00000164761_TNFRSF11B
ENSBTAT00000026765	XM_018051296.1	ENSOART00000004088	ENST00000221730	ENSCSAT00000004180	ENSG00000105131_EPHX3
ENSBTAT00000030426	XM_018058466.1	ENSOART00000018344	ENST00000260116	ENSCSAT00000012382	ENSG00000137561_TTPA
ENSBTAT00000002390	XM_005693714.3	ENSOART00000008571	ENST00000584123	ENSCSAT00000000586	ENSG00000141295_SCRN2
ENSBTAT00000016796	XM_018049159.1	ENSOART00000014764	ENST00000509657	ENSCSAT00000001223	ENSG00000198498_TMA16
ENSBTAT00000029144	XM_018054752.1	ENSOART00000001178	ENST00000343053	ENSCSAT00000014730	ENSG00000188986_NELFB
ENSBTAT00000020355	NM_001314281.1	ENSOART00000009079	ENST00000228918	ENSCSAT00000008743	ENSG00000111321_LTBR
ENSBTAT00000016342	XM_005682375.3	ENSOART00000019197	ENST00000557933	ENSCSAT00000004899	ENSG00000130164_LDLR
ENSBTAT00000005416	XM_018049175.1	ENSOART00000015671	ENST00000286800	ENSCSAT00000007279	ENSG00000156273_BACH1
ENSBTAT00000032316	XM_005692193.3	ENSOART00000003909	ENST00000320623	ENSCSAT00000002184	ENSG00000181019_NQO1
ENSBTAT00000023768	XM_005684703.2	ENSOART00000014246	ENST00000388923	ENSCSAT00000015447	ENSG00000203872_C6orf163
ENSBTAT00000003221	XM_018060478.1	ENSOART00000019667	ENST00000378453	ENSCSAT00000017820	ENSG00000197921_HES5
ENSBTAT00000033161	XM_018055038.1	ENSOART00000012890	ENST00000545030	ENSCSAT00000013544	ENSG00000135625_EGR4
ENSBTAT00000008257	XM_018061936.1	ENSOART00000019071	ENST00000311559	ENSCSAT00000003353	ENSG00000083799_CYLD
ENSBTAT00000038048	XM_018058059.1	ENSOART00000022742	ENST00000373463	ENSCSAT00000017467	ENSG00000121900_TMEM54
ENSBTAT00000012004	XM_013972499.2	ENSOART00000002877	ENST00000269385	ENSCSAT00000000366	ENSG00000141570_CBX8
ENSBTAT00000015001	XM_018044632.1	ENSOART00000018100	ENST00000215739	ENSCSAT00000010974	ENSG00000099949_LZTR1
ENSBTAT00000013450	XM_018066538.1	ENSOART00000010735	ENST00000344791	ENSCSAT00000015011	ENSG00000183060_LYSMD4
ENSBTAT00000021762	XM_018040870.1	ENSOART00000006544	ENST00000575135	ENSCSAT00000006503	ENSG00000166676_TVP23A
ENSBTAT00000025417	XM_005693207.2	ENSOART00000007990	ENST00000158009	ENSCSAT00000004348	ENSG00000073598_FNDC8
ENSBTAT00000023512	XM_013967143.2	ENSOART00000022841	ENST00000220478	ENSCSAT00000009399	ENSG00000104112_SCG3
ENSBTAT00000015991	XM_018054703.1	ENSOART00000011986	ENST00000375448	ENSCSAT00000017669	ENSG00000159339_PADI4
ENSBTAT00000019308	XM_005680996.3	ENSOART00000012867	ENST00000343164	ENSCSAT00000010146	ENSG00000010379_SLC6A13
ENSBTAT00000028708	XM_018042752.1	ENSOART00000022331	ENST00000431635	ENSCSAT00000017356	ENSG00000117395_EBNA1BP2
ENSBTAT00000004485	XM_018062831.1		ENST00000595125	ENSCSAT00000000430	ENSG00000169136_ATF5
ENSBTAT00000025262	XM_013973741.2	ENSOART00000002044	ENST00000373741	ENSCSAT00000017505	ENSG00000134644_PUM1
ENSBTAT00000011977	XM_005674922.3	ENSOART00000021050	ENST00000492406	ENSCSAT00000004693	ENSG00000138459_SLC35A5
ENSBTAT00000047532	XM_018060202.1	ENSOART00000016443	ENST00000295006	ENSCSAT00000014243	ENSG00000162909_CAPN2
ENSBTAT00000044620	XM_018053540.1	ENSOART00000005392	ENST00000239587	ENSCSAT00000010152	ENSG00000120440_TTLL2
ENSBTAT00000046131	XM_005677684.3	ENSOART00000022642	ENST00000369109	ENSCSAT00000016198	ENSG00000117362_APH1A
	XM_005698003.1	ENSOART00000004660	ENST00000300575	ENSCSAT00000004201	ENSG00000167194_C16orf92
ENSBTAT00000021485	XM_005689724.3	ENSOART00000017067	ENST00000299498	ENSCSAT00000002437	ENSG00000166394_CYB5R2
ENSBTAT00000012170	XM_018040436.1	ENSOART00000002175	ENST00000356142	ENSCSAT00000015808	ENSG00000136238_RAC1
ENSBTAT00000055552	XM_013966030.2	ENSOART00000012745	ENST00000423537	ENSCSAT00000008715	ENSG00000204930_FAM221B
ENSBTAT00000061361	XM_005674974.2	ENSOART00000020993	ENST00000305815	ENSCSAT00000004644	ENSG00000172139_SLC9C1
ENSBTAT00000001767	XM_018054225.1	ENSOART00000022781	ENST00000260443	ENSCSAT00000009682	ENSG00000137876_RSL24D1
ENSBTAT00000015823	XM_018054188.1	ENSOART00000022864	ENST00000616326	ENSCSAT00000009170	ENSG00000170236_USP50
ENSBTAT00000051902	XM_005681564.3	ENSOART00000008390	ENST00000360029	ENSCSAT00000019778	ENSG00000183783_KCTD8
ENSBTAT00000015967	XM_018052271.1	ENSOART00000011406	ENST00000381418	ENSCSAT00000014659	ENSG00000168453_HR
ENSBTAT00000021534	XM_005698766.3	ENSOART00000009862	ENST00000398056	ENSCSAT00000014836	ENSG00000104760_FGL1
ENSBTAT00000011004	XM_018058736.1	ENSOART00000014796	ENST00000620219	ENSCSAT00000006559	ENSG00000071894_CPSF1
ENSBTAT00000012239	XM_013967738.2	ENSOART00000021961	ENST00000404929	ENSCSAT00000012710	ENSG00000170264_FAM161A
ENSBTAT00000015117	XM_018055513.1	ENSOART00000020950	ENST00000233535	ENSCSAT00000007775	ENSG00000115194_SLC30A3
ENSBTAT00000013410	XM_018038206.1	ENSOART00000009662	ENST00000426034	ENSCSAT00000012257	ENSG00000088543_C3orf18
ENSBTAT00000018489	XM_005700302.3	ENSOART00000013022	ENST00000370777	ENSCSAT00000005785	ENSG00000101928_MOSPD1
ENSBTAT00000024318		ENSOART00000015513	ENST00000396009	ENSCSAT00000013326	ENSG00000101096_NFATC2
ENSBTAT00000016198	XM_018055050.1	ENSOART00000012596	ENST00000001146	ENSCSAT00000013391	ENSG00000003137_CYP26B1
ENSBTAT00000027448	XM_018065747.1	ENSOART00000005529	ENST00000318442	ENSCSAT00000013715	ENSG00000178175_ZNF366
ENSBTAT00000039328	XM_018057598.1	ENSOART00000016197	ENST00000252996	ENSCSAT00000013793	ENSG00000130699_TAF4
ENSBTAT00000011642	XM_018051207.1	ENSOART00000008130	ENST00000254337	ENSCSAT00000004432	ENSG00000132017_DCAF15
ENSBTAT00000025717	XM_018042218.1	ENSOART00000010681	ENST00000334512	ENSCSAT00000007386	ENSG00000108175_ZMIZ1
ENSBTAT00000001656	XM_018061272.1	ENSOART00000020670	ENST00000215855	ENSCSAT00000008278	ENSG00000100053_CRYBB3
ENSBTAT00000014263	XM_005685504.3	ENSOART00000022159	ENST00000559596	ENSCSAT00000005734	ENSG00000137804_NUSAP1
ENSBTAT00000010214	XM_018058280.1	ENSOART00000015952	ENST00000287042	ENSCSAT00000018691	ENSG00000156486_KCNS2
ENSBTAT00000020550	XM_018041775.1	ENSOART00000001698	ENST00000425967	ENSCSAT00000013501	ENSG00000077782_FGFR1
ENSBTAT00000025930	XM_018062443.1	ENSOART00000007553	ENST00000263370	ENSCSAT00000001689	ENSG00000086544_ITPKC
ENSBTAT00000017461	XM_013967384.2	ENSOART00000003673	ENST00000316738	ENSCSAT00000009572	ENSG00000140025_EFCAB11
ENSBTAT00000013635	XM_018048770.1	ENSOART00000017291	ENST00000216044	ENSCSAT00000004534	ENSG00000100226_GTPBP1
ENSBTAT00000023670	XM_005698927.2	ENSOART00000004838	ENST00000280696	ENSCSAT00000007835	ENSG00000151090_THRB
ENSBTAT00000008954	XM_013975770.2		ENST00000329203	ENSCSAT00000017921	ENSG00000182103_FAM181B
ENSBTAT00000010500	XM_018043544.1	ENSOART00000002088	ENST00000315765	ENSCSAT00000001438	ENSG00000181333_HEPHL1
ENSBTAT00000020731	XM_005683759.3	ENSOART00000014766	ENST00000462592	ENSCSAT00000006971	ENSG00000099219_ERMP1
ENSBTAT00000007431	XM_018047266.1		ENST00000296238	ENSCSAT00000011770	ENSG00000163888_CAMK2N2
ENSBTAT00000003604	XM_005694522.3	ENSOART00000003574	ENST00000518525	ENSCSAT00000008008	ENSG00000094755_GABRP
ENSBTAT00000012340	XM_018064404.1	ENSOART00000016022	ENST00000263083	ENSCSAT00000011910	ENSG00000108963_DPH1
ENSBTAT00000011655	XM_018047569.1	ENSOART00000018186	ENST00000266671		ENSG00000139289_PHLDA1
ENSBTAT00000049319	XM_018053694.1	ENSOART00000012595	ENST00000296677	ENSCSAT00000013438	ENSG00000164251_F2RL1
ENSBTAT00000013391	XM_018044775.1	ENSOART00000007428	ENST00000538966	ENSCSAT00000004937	ENSG00000198753_PLXNB3
ENSBTAT00000019260	XM_018043953.1	ENSOART00000002574	ENST00000373145	ENSCSAT00000008601	ENSG00000124429_POF1B
ENSBTAT00000027208	XM_005676296.3	ENSOART00000016450	ENST00000354764	ENSCSAT00000009643	ENSG00000197121_PGAP1
ENSBTAT00000064489	XM_018043173.1	ENSOART00000003588	ENST00000433688	ENSCSAT00000004911	ENSG00000188070_C11orf95
ENSBTAT00000000688	XM_018038718.1		ENST00000481247	ENSCSAT00000008686	ENSG00000183826_BTBD9
ENSBTAT00000028479	XM_013966557.2	ENSOART00000015045	ENST00000457563	ENSCSAT00000014691	ENSG00000164483_SAMD3
ENSBTAT00000048930	XM_018052899.1	ENSOART00000007609	ENST00000620514	ENSCSAT00000015521	ENSG00000118418_HMGN3
ENSBTAT00000026930	XM_018038230.1	ENSOART00000016754	ENST00000474267	ENSCSAT00000010972	ENSG00000114251_WNT5A
ENSBTAT00000024392	XM_018061262.1	ENSOART00000018555	ENST00000392672	ENSCSAT00000000667	ENSG00000151164_RAD9B
ENSBTAT00000013737	XM_018048283.1	ENSOART00000020436	ENST00000216181	ENSCSAT00000005973	ENSG00000100345_MYH9
ENSBTAT00000061103	XM_018047336.1		ENST00000620169	ENSCSAT00000011713	ENSG00000105877_DNAH11
ENSBTAT00000019636	XM_005680217.2	ENSOART00000003386	ENST00000286574	ENSCSAT00000002443	ENSG00000156076_WIF1
	XM_018052421.1	ENSOART00000003800	ENST00000325875	ENSCSAT00000018593	ENSG00000178966_RMI1
ENSBTAT00000027687	XM_018065790.1	ENSOART00000017587	ENST00000285398	ENSCSAT00000014920	ENSG00000163161_ERCC3
ENSBTAT00000005522	XM_018048606.1	ENSOART00000027079	ENST00000162749	ENSCSAT00000008771	ENSG00000067182_TNFRSF1A
ENSBTAT00000002925	XM_018060692.1		ENST00000367553	ENSCSAT00000010629	ENSG00000135838_NPL
ENSBTAT00000030845	XM_018064061.1	ENSOART00000004687	ENST00000355999	ENSCSAT00000013429	ENSG00000198648_STK39
ENSBTAT00000027951	XM_018060192.1	ENSOART00000015580	ENST00000343846	ENSCSAT00000014107	ENSG00000143502_SUSD4
ENSBTAT00000013979	XM_018049071.1	ENSOART00000017057	ENST00000355830	ENSCSAT00000004591	ENSG00000184949_FAM227A
ENSBTAT00000042995	XM_018065182.1	ENSOART00000006449	ENST00000226004	ENSCSAT00000001481	ENSG00000108861_DUSP3
ENSBTAT00000014756	XM_005696286.3	ENSOART00000018022	ENST00000359534	ENSCSAT00000009095	ENSG00000164626_KCNK5
ENSBTAT00000026377	XM_005690418.3	ENSOART00000007322	ENST00000356495	ENSCSAT00000013124	ENSG00000162896_PIGR
ENSBTAT00000001344	XM_018057691.1	ENSOART00000003322	ENST00000398022	ENSCSAT00000010745	ENSG00000101337_TM9SF4
ENSBTAT00000019582	XM_005675814.3	ENSOART00000017204	ENST00000614508	ENSCSAT00000004611	ENSG00000275835_TUBGCP5
ENSBTAT00000007549	XM_013964761.2	ENSOART00000002445	ENST00000311469	ENSCSAT00000002447	ENSG00000173085_COQ2
ENSBTAT00000001245	XM_005696315.3		ENST00000372876		ENSG00000124659_TBCC
ENSBTAT00000001303	XM_005686936.2	ENSOART00000020155	ENST00000264710	ENSCSAT00000006761	ENSG00000084733_RAB10
ENSBTAT00000013879	XM_018040650.1	ENSOART00000018752	ENST00000615138	ENSCSAT00000015983	ENSG00000066923_STAG3
ENSBTAT00000004348	XM_005683112.3	ENSOART00000004050	ENST00000616793	ENSCSAT00000010245	ENSG00000176049_JAKMIP2
ENSBTAT00000016306	XM_018061939.1	ENSOART00000018870	ENST00000268459	ENSCSAT00000003374	ENSG00000140807_NKD1
ENSBTAT00000006957	XM_005689000.3	ENSOART00000016826	ENST00000301645	ENSCSAT00000012615	ENSG00000167910_CYP7A1
ENSBTAT00000021300	XM_018049310.1	ENSOART00000020147	ENST00000336904	ENSCSAT00000002253	ENSG00000145335_SNCA
ENSBTAT00000061530	XM_018056195.1	ENSOART00000002137	ENST00000371793	ENSCSAT00000013712	ENSG00000130558_OLFM1
ENSBTAT00000006361	XM_018062037.1	ENSOART00000020614	ENST00000394420	ENSCSAT00000002962	ENSG00000159579_RSPRY1
ENSBTAT00000033792	XM_005677640.2	ENSOART00000022773	ENST00000361738	ENSCSAT00000016118	ENSG00000143409_MINDY1
