ENSG,ω_lower,ω,ω_upper,ω0_lower,ω0,ω0_upper,category,TR_ID_Homo_sapiens,TR_ID_Chlorocebus_sabaeus,TR_ID_Bos_taurus,TR_ID_Equus_caballus,TR_ID_Ovis_aries,TR_ID_Capra_hircus,TR_ID_Canis_familiaris
ENSG00000158292_GPR153,0.087336,0.0996566,0.11430799999999999,0.11792899999999999,0.138417,0.15946300000000002,epistasis,ENST00000377893,ENSCSAT00000017797,ENSBTAT00000017381,ENSECAT00000026590,ENSOART00000013798,XM_018060444.1,ENSCAFT00000031112
ENSG00000158296_SLC13A3,0.16025899999999998,0.17503,0.191255,0.166542,0.18348599999999998,0.20389300000000002,nearly-neutral,ENST00000279027,ENSCSAT00000012947,ENSBTAT00000001161,ENSECAT00000011088,ENSOART00000009891,XM_018057964.1,ENSCAFT00000016727
ENSG00000158301_GPRASP2,0.339902,0.364492,0.389217,0.387588,0.408585,0.432245,unclassified,ENST00000332262,ENSCSAT00000007675,ENSBTAT00000028200,ENSECAT00000010702,ENSOART00000020308,XM_018044151.1,ENSCAFT00000028186
ENSG00000158315_RHBDL2,0.197408,0.22182399999999997,0.24918,0.216179,0.24126599999999998,0.267579,nearly-neutral,ENST00000289248,ENSCSAT00000017408,ENSBTAT00000056623,ENSECAT00000015888,ENSOART00000021750,XM_018042042.1,ENSCAFT00000005131
ENSG00000158321_AUTS2,0.093059,0.100827,0.111324,0.115723,0.12818,0.139625,epistasis,ENST00000342771,ENSCSAT00000016364,ENSBTAT00000002697,ENSECAT00000009464,ENSOART00000011700,XM_018040073.1,ENSCAFT00000017875
ENSG00000158352_SHROOM4,0.333595,0.351939,0.36908,0.406679,0.422079,0.437849,epistasis,ENST00000289292,ENSCSAT00000010820,ENSBTAT00000003899,ENSECAT00000022706,ENSOART00000010311,XM_018043985.1,ENSCAFT00000025427
ENSG00000158402_CDC25C,0.44575299999999995,0.48868,0.5354270000000001,0.49119300000000005,0.525894,0.5622050000000001,unclassified,ENST00000323760,ENSCSAT00000011236,ENSBTAT00000006968,ENSECAT00000004069,ENSOART00000017612,XM_005682989.3,ENSCAFT00000001893
ENSG00000158411_MITD1,0.254948,0.289154,0.33010500000000004,0.25132600000000005,0.279856,0.31302199999999997,nearly-neutral,ENST00000289359,ENSCSAT00000015316,ENSBTAT00000005179,ENSECAT00000017024,ENSOART00000014635,XM_005686282.3,ENSCAFT00000003600
ENSG00000158417_EIF5B,0.09349930000000001,0.101324,0.111402,0.114275,0.123976,0.134121,epistasis,ENST00000289371,ENSCSAT00000015299,ENSBTAT00000034635,ENSECAT00000028890,ENSOART00000014585,XM_018054918.1,ENSCAFT00000003577
ENSG00000158423_RIBC1,0.5687939999999999,0.6204850000000001,0.6751,0.49081099999999994,0.522077,0.557663,adaptive,ENST00000375327,ENSCSAT00000010650,ENSBTAT00000023625,ENSECAT00000019607,ENSOART00000009202,XM_013976546.2,ENSCAFT00000025811
ENSG00000158428_CATIP,0.290628,0.322067,0.356412,0.271405,0.294747,0.31909699999999996,unclassified,ENST00000289388,ENSCSAT00000006940,ENSBTAT00000005147,ENSECAT00000016391,ENSOART00000021271,XM_013972174.2,ENSCAFT00000045417
ENSG00000158435_CNOT11,0.056972400000000006,0.0681409,0.0798095,0.0805675,0.0948326,0.109321,epistasis,ENST00000289382,ENSCSAT00000015260,ENSBTAT00000010879,ENSECAT00000012398,ENSOART00000014400,XM_018054927.1,ENSCAFT00000003454
ENSG00000158445_KCNB1,0.0524942,0.058218200000000005,0.06501040000000001,0.0786375,0.0892526,0.0994177,epistasis,ENST00000371741,ENSCSAT00000013101,ENSBTAT00000039169,ENSECAT00000016880,ENSOART00000013692,XM_018058007.1,ENSCAFT00000018063
ENSG00000158457_TSPAN33,0.0648711,0.07758630000000001,0.0908862,0.0781737,0.09863910000000001,0.120175,unclassified,ENST00000486685,ENSCSAT00000008028,ENSBTAT00000009542,ENSECAT00000021137,ENSOART00000004507,XM_005679460.3,ENSCAFT00000002392
ENSG00000158458_NRG2,0.0575931,0.0684935,0.0801265,0.0629001,0.0759971,0.08966519999999999,nearly-neutral,ENST00000289422,ENSCSAT00000011016,ENSBTAT00000065759,ENSECAT00000013882,ENSOART00000018935,XM_018050296.1,ENSCAFT00000009237
ENSG00000158467_AHCYL2,0.029818599999999997,0.0372938,0.0459209,0.04763030000000001,0.0601601,0.0755951,unclassified,ENST00000325006,ENSCSAT00000008012,ENSBTAT00000002300,ENSECAT00000015484,ENSOART00000004765,XM_013963495.2,ENSCAFT00000002379
ENSG00000158470_B4GALT5,0.0456184,0.0547179,0.06386230000000001,0.0534714,0.0679188,0.0812995,unclassified,ENST00000371711,ENSCSAT00000013112,ENSBTAT00000016760,ENSECAT00000023895,ENSOART00000013963,XM_018058009.1,ENSCAFT00000018165
ENSG00000158480_SPATA2,0.128154,0.140698,0.155089,0.168603,0.186558,0.20483,epistasis,ENST00000289431,ENSCSAT00000013132,ENSBTAT00000024049,ENSECAT00000007222,ENSOART00000014255,XM_018058013.1,ENSCAFT00000018221
ENSG00000158486_DNAH3,0.169213,0.175474,0.182754,0.155527,0.162056,0.168423,adaptive,ENST00000261383,ENSCSAT00000005494,ENSBTAT00000024702,ENSECAT00000011580,ENSOART00000015126,XM_005697585.3,ENSCAFT00000048319
ENSG00000158517_NCF1,0.147377,0.16230899999999998,0.180308,0.14185699999999998,0.160564,0.177384,nearly-neutral,ENST00000289473,ENSCSAT00000016332,ENSBTAT00000004279,ENSECAT00000016064,ENSOART00000012017,XM_018040750.1,ENSCAFT00000018106
ENSG00000158525_CPA5,0.208215,0.23292399999999996,0.258909,0.218029,0.24239699999999997,0.266547,nearly-neutral,ENST00000461828,ENSCSAT00000007839,ENSBTAT00000017924,ENSECAT00000021457,ENSOART00000005769,XM_018046925.1,ENSCAFT00000002316
ENSG00000158526_TSR2,0.217594,0.254988,0.30140500000000003,0.280971,0.331257,0.379181,unclassified,ENST00000375151,Null,Null,ENSECAT00000000017,Null,XM_018043676.1,ENSCAFT00000026052
ENSG00000158528_PPP1R9A,0.182227,0.195442,0.208802,0.23659000000000002,0.250222,0.264793,epistasis,ENST00000433360,ENSCSAT00000010904,ENSBTAT00000020761,ENSECAT00000017086,ENSOART00000002910,XM_018047400.1,ENSCAFT00000003335
ENSG00000158545_ZC3H18,0.09929439999999999,0.107726,0.11624300000000001,0.138578,0.151644,0.163719,epistasis,ENST00000452588,ENSCSAT00000001092,ENSBTAT00000065249,ENSECAT00000012377,ENSOART00000013802,XM_018061846.1,ENSCAFT00000031642
ENSG00000158552_ZFAND2B,0.13233399999999998,0.154586,0.181134,0.157593,0.18545899999999998,0.21879099999999999,unclassified,ENST00000289528,ENSCSAT00000006291,ENSBTAT00000027458,ENSECAT00000015758,ENSOART00000021651,XM_005676561.3,ENSCAFT00000023963
ENSG00000158553_POM121L2,0.57677,0.615243,0.653067,0.659853,0.6819270000000001,0.7040529999999999,epistasis,ENST00000444565,ENSCSAT00000019175,ENSBTAT00000033358,ENSECAT00000015697,ENSOART00000021817,XM_005696725.2,ENSCAFT00000048998
ENSG00000158555_GDPD5,0.10877200000000001,0.12068599999999999,0.134705,0.11066,0.128998,0.14769000000000002,nearly-neutral,ENST00000529721,ENSCSAT00000001944,ENSBTAT00000020079,ENSECAT00000010667,ENSOART00000012790,XM_013969769.2,ENSCAFT00000008678
ENSG00000158560_DYNC1I1,0.0227951,0.0276164,0.0329384,0.0348938,0.043624,0.053128199999999993,unclassified,ENST00000324972,ENSCSAT00000011079,ENSBTAT00000020774,ENSECAT00000015470,ENSOART00000004093,XM_018047393.1,ENSCAFT00000003385
ENSG00000158571_PFKFB1,0.0833305,0.09598889999999999,0.11460999999999999,0.100034,0.120924,0.142814,unclassified,ENST00000375006,ENSCSAT00000010226,ENSBTAT00000000198,ENSECAT00000000049,ENSOART00000006407,XM_005701295.3,ENSCAFT00000026115
ENSG00000158578_ALAS2,0.164117,0.18262899999999999,0.201855,0.20846900000000002,0.234645,0.256215,epistasis,ENST00000330807,ENSCSAT00000010203,ENSBTAT00000017538,ENSECAT00000000071,ENSOART00000006178,XM_005701302.2,ENSCAFT00000022734
ENSG00000158604_TMED4,0.041632800000000005,0.0545619,0.0702078,0.055105999999999995,0.0755795,0.0932323,unclassified,ENST00000457408,ENSCSAT00000013735,ENSBTAT00000014027,ENSECAT00000017912,ENSOART00000016494,XM_018047499.1,ENSCAFT00000048605
ENSG00000158615_PPP1R15B,0.413759,0.44348000000000004,0.475322,0.49809899999999996,0.521415,0.545317,epistasis,ENST00000367188,ENSCSAT00000018278,ENSBTAT00000017382,ENSECAT00000005794,ENSOART00000002735,XM_018060015.1,ENSCAFT00000015335
ENSG00000158623_COPG2,0.0446078,0.051896000000000005,0.060275999999999996,0.06159680000000001,0.0725431,0.085463,unclassified,ENST00000425248,ENSCSAT00000007771,ENSBTAT00000022911,ENSECAT00000014942,ENSOART00000006208,XM_018046921.1,ENSCAFT00000002234
ENSG00000158636_EMSY,0.0684593,0.077428,0.0869695,0.0859577,0.09977530000000001,0.11298499999999999,unclassified,ENST00000524767,ENSCSAT00000001916,ENSBTAT00000014362,ENSECAT00000021498,ENSOART00000013988,XM_005690007.3,ENSCAFT00000008496
ENSG00000158669_GPAT4,0.0194353,0.0239663,0.029282799999999998,0.0312825,0.0416227,0.0521369,unclassified,ENST00000396987,ENSCSAT00000013181,ENSBTAT00000007532,ENSECAT00000019872,ENSOART00000002664,XM_018041984.1,ENSCAFT00000009228
ENSG00000158691_ZSCAN12,0.336043,0.37450900000000004,0.420918,0.353839,0.38594,0.41551499999999997,nearly-neutral,ENST00000361028,ENSCSAT00000006088,ENSBTAT00000011774,ENSECAT00000016979,ENSOART00000019340,XM_018038516.1,ENSCAFT00000018931
ENSG00000158710_TAGLN2,0.0320142,0.0443278,0.057427,0.0381629,0.0574313,0.0793357,unclassified,ENST00000368096,ENSCSAT00000000512,ENSBTAT00000002674,ENSECAT00000010481,ENSOART00000008791,XM_005677238.3,ENSCAFT00000018777
ENSG00000158711_ELK4,0.161748,0.17965699999999998,0.199942,0.2023,0.224043,0.246939,epistasis,ENST00000616704,ENSCSAT00000012741,ENSBTAT00000063964,ENSECAT00000006690,ENSOART00000004551,XM_018060055.1,ENSCAFT00000016113
ENSG00000158714_SLAMF8,0.300912,0.332206,0.37204299999999996,0.358718,0.390552,0.426518,unclassified,ENST00000289707,ENSCSAT00000000491,ENSBTAT00000022199,ENSECAT00000025434,ENSOART00000008647,XM_005677242.3,ENSCAFT00000018715
ENSG00000158715_SLC45A3,0.113391,0.124145,0.13694,0.138379,0.155937,0.169657,epistasis,ENST00000367145,ENSCSAT00000012747,ENSBTAT00000010116,ENSECAT00000009501,ENSOART00000004608,XM_018060061.1,ENSCAFT00000016118
ENSG00000158716_DUSP23,0.0999689,0.123848,0.15184,0.113114,0.143427,0.175346,nearly-neutral,ENST00000368109,ENSCSAT00000000479,ENSBTAT00000006274,ENSECAT00000026702,ENSOART00000008526,XM_018046355.1,ENSCAFT00000048683
ENSG00000158717_RNF166,0.0280231,0.0368843,0.0482815,0.0345675,0.0488358,0.0645903,unclassified,ENST00000312838,ENSCSAT00000001052,ENSBTAT00000027892,ENSECAT00000013461,ENSOART00000014349,XM_018061856.1,ENSCAFT00000031628
ENSG00000158748_HTR6,0.15028699999999998,0.166053,0.185539,0.180449,0.204406,0.226435,unclassified,ENST00000289753,ENSCSAT00000017651,ENSBTAT00000010513,ENSECAT00000005139,ENSOART00000010650,XM_018054884.1,ENSCAFT00000035364
ENSG00000158769_F11R,0.274728,0.306288,0.338897,0.23165999999999998,0.25654,0.280018,unclassified,ENST00000368026,ENSCSAT00000000635,ENSBTAT00000023725,ENSECAT00000019884,ENSOART00000010100,XM_005677199.3,ENSCAFT00000020114
ENSG00000158773_USF1,0.018963,0.027574200000000004,0.0360561,0.0333286,0.045988,0.0632608,unclassified,ENST00000368020,ENSCSAT00000000636,ENSBTAT00000023760,ENSECAT00000005698,Null,XM_018046392.1,ENSCAFT00000020148
ENSG00000158786_PLA2G2F,0.32026,0.363367,0.419375,0.292443,0.336447,0.376671,nearly-neutral,ENST00000375102,ENSCSAT00000017644,ENSBTAT00000033652,ENSECAT00000022285,ENSOART00000010226,XM_018054978.1,ENSCAFT00000023967
ENSG00000158792_SPATA2L,0.162081,0.179206,0.198552,0.205569,0.22727399999999998,0.25022300000000003,epistasis,ENST00000289805,ENSCSAT00000000817,ENSBTAT00000047408,ENSECAT00000012615,ENSOART00000015621,XM_018061910.1,ENSCAFT00000031526
ENSG00000158793_NIT1,0.179202,0.204898,0.234985,0.20680199999999999,0.233677,0.262373,unclassified,ENST00000368009,ENSCSAT00000000653,ENSBTAT00000026843,ENSECAT00000000479,ENSOART00000010368,XM_005677175.2,ENSCAFT00000020199
ENSG00000158796_DEDD,0.0395264,0.051513800000000005,0.0667697,0.054167099999999996,0.0730092,0.09279860000000001,unclassified,ENST00000368005,ENSCSAT00000000661,ENSBTAT00000055730,ENSECAT00000011667,ENSOART00000010441,XM_018046406.1,ENSCAFT00000020216
ENSG00000158805_ZNF276,0.187666,0.204977,0.224593,0.26153000000000004,0.28794899999999995,0.311593,epistasis,ENST00000443381,ENSCSAT00000000806,ENSBTAT00000002476,ENSECAT00000020818,ENSOART00000015631,XM_018061906.1,ENSCAFT00000031523
ENSG00000158813_EDA,0.131098,0.154067,0.182539,0.145512,0.172282,0.197771,nearly-neutral,ENST00000374552,ENSCSAT00000009865,ENSBTAT00000016649,ENSECAT00000028886,ENSOART00000016316,XM_018043981.1,ENSCAFT00000045621
ENSG00000158815_FGF17,0.0306507,0.0399386,0.0520717,0.0409,0.05498719999999999,0.07194980000000001,unclassified,ENST00000359441,ENSCSAT00000014677,ENSBTAT00000065993,ENSECAT00000026596,ENSOART00000011486,XM_005683972.2,ENSCAFT00000015488
ENSG00000158825_CDA,0.18077200000000002,0.211265,0.24454499999999998,0.17888900000000002,0.21053899999999998,0.24604499999999999,nearly-neutral,ENST00000375071,ENSCSAT00000017638,ENSBTAT00000008074,ENSECAT00000014642,ENSOART00000010021,XM_018055031.1,ENSCAFT00000023893
ENSG00000158828_PINK1,0.192651,0.20780700000000002,0.226399,0.225379,0.24775100000000003,0.26836,unclassified,ENST00000321556,ENSCSAT00000017637,ENSBTAT00000029455,ENSECAT00000009549,ENSOART00000009934,XM_018055041.1,ENSCAFT00000023885
ENSG00000158850_B4GALT3,0.0548188,0.0655014,0.0785429,0.07077460000000001,0.08813639999999999,0.108275,unclassified,ENST00000319769,ENSCSAT00000000675,ENSBTAT00000057494,ENSECAT00000023482,ENSOART00000010523,XM_018046410.1,ENSCAFT00000043660
ENSG00000158856_DMTN,0.060451099999999994,0.0721789,0.0858659,0.0689539,0.08503580000000001,0.10273199999999999,nearly-neutral,ENST00000265800,ENSCSAT00000014674,ENSBTAT00000066196,ENSECAT00000002072,ENSOART00000011475,XM_018052259.1,ENSCAFT00000015454
ENSG00000158859_ADAMTS4,0.126666,0.137322,0.149291,0.144473,0.16306099999999998,0.17874400000000001,unclassified,ENST00000367996,ENSCSAT00000000677,ENSBTAT00000017583,ENSECAT00000026048,ENSOART00000010544,XM_013975635.2,ENSCAFT00000020354
ENSG00000158863_FAM160B2,0.15956700000000001,0.174592,0.19108699999999998,0.175322,0.19459400000000002,0.21134899999999998,unclassified,ENST00000450006,ENSCSAT00000014669,ENSBTAT00000036592,ENSECAT00000010005,ENSOART00000011447,XM_018052266.1,ENSCAFT00000015419
ENSG00000158864_NDUFS2,0.0725273,0.0833068,0.098208,0.07152,0.0858575,0.10039400000000001,nearly-neutral,ENST00000367993,ENSCSAT00000000686,ENSBTAT00000002852,ENSECAT00000009276,ENSOART00000010649,XM_013975625.2,ENSCAFT00000020426
ENSG00000158865_SLC5A11,0.166442,0.180662,0.196348,0.18010299999999999,0.19830599999999998,0.21639,unclassified,ENST00000347898,ENSCSAT00000004533,ENSBTAT00000004510,ENSECAT00000005633,ENSOART00000019732,XM_018040994.1,ENSCAFT00000027734
ENSG00000158869_FCER1G,0.12931099999999998,0.16029200000000002,0.19869,0.156987,0.198576,0.24901500000000001,nearly-neutral,ENST00000367992,ENSCSAT00000000688,ENSBTAT00000034054,ENSECAT00000009725,ENSOART00000010663,XM_005677163.3,ENSCAFT00000044753
ENSG00000158874_APOA2,0.389214,0.46706800000000004,0.549199,0.38619899999999996,0.44031800000000004,0.500223,nearly-neutral,ENST00000464492,ENSCSAT00000000691,ENSBTAT00000012138,ENSECAT00000010408,ENSOART00000010674,XM_005677161.2,ENSCAFT00000020461
ENSG00000158882_TOMM40L,0.031644599999999995,0.040405500000000004,0.04989930000000001,0.055697500000000004,0.07032970000000001,0.08821169999999999,unclassified,ENST00000367988,ENSCSAT00000000693,ENSBTAT00000012142,ENSECAT00000010914,ENSOART00000010755,XM_005677159.3,ENSCAFT00000020488
ENSG00000158887_MPZ,0.0907298,0.108422,0.129021,0.0791185,0.101064,0.12303299999999999,nearly-neutral,ENST00000463290,ENSCSAT00000000698,ENSBTAT00000048021,ENSECAT00000009424,ENSOART00000010876,XM_005677158.2,ENSCAFT00000020580
ENSG00000158901_WFDC8,0.712224,0.809507,0.90443,0.431025,0.46367200000000003,0.49977200000000005,adaptive,ENST00000357199,ENSCSAT00000012530,ENSBTAT00000055018,ENSECAT00000023076,ENSOART00000006677,XM_018056874.1,ENSCAFT00000015406
ENSG00000158941_CCAR2,0.110332,0.12035,0.12978599999999998,0.13402,0.146574,0.158392,epistasis,ENST00000308511,ENSCSAT00000014445,ENSBTAT00000007194,ENSECAT00000022170,ENSOART00000011135,XM_018052313.1,ENSCAFT00000014784
ENSG00000158955_WNT9B,0.0608664,0.07221389999999998,0.0863898,0.0854007,0.10636199999999998,0.125493,unclassified,ENST00000290015,ENSCSAT00000001770,ENSBTAT00000003449,ENSECAT00000012103,ENSOART00000011717,XM_018064015.1,ENSCAFT00000043450
ENSG00000158966_CACHD1,0.023853799999999998,0.027071699999999997,0.030349900000000003,0.039902099999999996,0.0472555,0.0535418,unclassified,ENST00000290039,ENSCSAT00000017184,ENSBTAT00000021878,ENSECAT00000023833,ENSOART00000010884,XM_005678311.3,ENSCAFT00000029569
ENSG00000158985_CDC42SE2,0.0226327,0.0346492,0.05421599999999999,0.0419251,0.0653575,0.0935077,unclassified,ENST00000360515,ENSCSAT00000012085,ENSBTAT00000052263,ENSECAT00000024709,ENSOART00000018132,XM_018050719.1,ENSCAFT00000001140
ENSG00000159023_EPB41,0.140923,0.154696,0.17038399999999998,0.158702,0.17515799999999998,0.19087300000000001,unclassified,ENST00000373798,ENSCSAT00000017512,ENSBTAT00000008765,ENSECAT00000024526,ENSOART00000002761,XM_018057096.1,ENSCAFT00000048787
ENSG00000159055_MIS18A,0.228385,0.266083,0.30459899999999995,0.274307,0.308807,0.345275,unclassified,ENST00000290130,ENSCSAT00000007528,ENSBTAT00000022106,ENSECAT00000010638,ENSOART00000015020,XM_005674693.2,ENSCAFT00000046493
ENSG00000159063_ALG8,0.163625,0.183588,0.20473,0.194512,0.21776199999999998,0.24498899999999998,unclassified,ENST00000299626,ENSCSAT00000001832,ENSBTAT00000057333,ENSECAT00000024510,ENSOART00000007175,XM_005699493.2,ENSCAFT00000007783
ENSG00000159069_FBXW5,0.0765967,0.0877227,0.09954919999999999,0.08928,0.103769,0.11966099999999999,unclassified,ENST00000325285,ENSCSAT00000014184,ENSBTAT00000013887,ENSECAT00000018167,ENSOART00000001225,XM_018044489.1,ENSCAFT00000031056
ENSG00000159082_SYNJ1,0.148812,0.157437,0.167918,0.168512,0.17924600000000002,0.191334,epistasis,ENST00000433931,ENSCSAT00000007734,ENSBTAT00000003985,ENSECAT00000006588,ENSOART00000014616,XM_018047095.1,ENSCAFT00000042931
ENSG00000159086_PAXBP1,0.06783430000000001,0.0763799,0.0854827,0.0895917,0.100827,0.11198399999999999,epistasis,ENST00000331923,ENSCSAT00000007746,ENSBTAT00000003986,ENSECAT00000017628,ENSOART00000014506,XM_018047016.1,ENSCAFT00000038848
ENSG00000159111_MRPL10,0.244394,0.277372,0.308256,0.249085,0.280578,0.309755,nearly-neutral,ENST00000290208,ENSCSAT00000000591,ENSBTAT00000002395,ENSECAT00000007008,ENSOART00000008765,XM_005693717.3,ENSCAFT00000044194
ENSG00000159164_SV2A,0.0225387,0.0265409,0.031241,0.0334054,0.0413125,0.050095999999999995,unclassified,ENST00000369146,ENSCSAT00000016232,ENSBTAT00000002101,ENSECAT00000007860,ENSOART00000022559,XM_005677702.3,ENSCAFT00000018412
ENSG00000159166_LAD1,0.39202,0.4218,0.45797200000000005,0.44707700000000006,0.476691,0.505497,unclassified,ENST00000367313,ENSCSAT00000012063,ENSBTAT00000034341,ENSECAT00000013802,Null,XM_018060885.1,ENSCAFT00000017176
ENSG00000159167_STC1,0.105848,0.125496,0.148923,0.141597,0.171915,0.202974,unclassified,ENST00000290271,ENSCSAT00000014318,ENSBTAT00000002200,ENSECAT00000014465,ENSOART00000010928,XM_005684015.3,ENSCAFT00000014480
ENSG00000159173_TNNI1,0.0302746,0.038984,0.050828500000000006,0.0286681,0.041797100000000004,0.0556548,unclassified,ENST00000361379,ENSCSAT00000012093,ENSBTAT00000063025,ENSECAT00000017878,ENSOART00000020423,XM_018060884.1,ENSCAFT00000017160
ENSG00000159176_CSRP1,0.027119499999999998,0.036202099999999994,0.04700119999999999,0.0391626,0.0547731,0.07277080000000001,unclassified,ENST00000367306,ENSCSAT00000012097,ENSBTAT00000021369,ENSECAT00000009283,ENSOART00000020346,XM_018060881.1,ENSCAFT00000049230
ENSG00000159184_HOXB13,0.111544,0.128828,0.148039,0.164249,0.190788,0.21428899999999998,epistasis,ENST00000290295,ENSCSAT00000000532,ENSBTAT00000019523,ENSECAT00000014223,ENSOART00000007439,XM_018064053.1,ENSCAFT00000026707
ENSG00000159189_C1QC,0.23150500000000002,0.262818,0.29434499999999997,0.18496500000000002,0.21430500000000002,0.24099,unclassified,ENST00000374640,ENSCSAT00000017619,ENSBTAT00000014865,ENSECAT00000021572,ENSOART00000008698,XM_018055450.1,ENSCAFT00000023238
ENSG00000159197_KCNE2,0.125753,0.150148,0.17285999999999999,0.156027,0.187375,0.22128499999999998,unclassified,ENST00000290310,ENSCSAT00000018774,ENSBTAT00000037245,ENSECAT00000014373,ENSOART00000008356,XM_018056626.1,ENSCAFT00000015161
ENSG00000159200_RCAN1,0.0498302,0.062054700000000004,0.0768787,0.0774625,0.09693099999999999,0.121581,unclassified,ENST00000381135,ENSCSAT00000006777,ENSBTAT00000037243,ENSECAT00000015516,ENSOART00000013775,XM_018055819.1,ENSCAFT00000045558
ENSG00000159202_UBE2Z,0.015754900000000002,0.0239327,0.0332104,0.030000799999999998,0.042300599999999994,0.057614,unclassified,ENST00000360943,ENSCSAT00000000513,ENSBTAT00000043423,ENSECAT00000022608,ENSOART00000007199,XM_018064927.1,ENSCAFT00000026738
ENSG00000159208_CIART,0.372406,0.41209799999999996,0.452452,0.474955,0.5164979999999999,0.5517890000000001,epistasis,ENST00000369095,ENSCSAT00000016185,ENSBTAT00000028639,ENSECAT00000010683,ENSOART00000022656,XM_005677679.3,ENSCAFT00000018735
ENSG00000159210_SNF8,0.0354968,0.0457901,0.05718580000000001,0.0719245,0.09218539999999999,0.11395599999999999,unclassified,ENST00000502492,ENSCSAT00000000511,ENSBTAT00000025031,ENSECAT00000023678,ENSOART00000007180,XM_005693698.3,ENSCAFT00000026744
ENSG00000159212_CLIC6,0.342517,0.374334,0.418911,0.392465,0.42391899999999993,0.454621,unclassified,ENST00000360731,Null,Null,ENSECAT00000017903,Null,XM_013964117.2,ENSCAFT00000038021
ENSG00000159216_RUNX1,0.0490566,0.0592514,0.072714,0.0576139,0.06972389999999999,0.0849575,unclassified,ENST00000437180,ENSCSAT00000006771,ENSBTAT00000006224,ENSECAT00000004699,ENSOART00000014799,XM_018052603.1,ENSCAFT00000015249
ENSG00000159217_IGF2BP1,0.011673600000000001,0.0153873,0.0192767,0.0234247,0.0306488,0.0407034,unclassified,ENST00000290341,ENSCSAT00000000500,ENSBTAT00000015586,ENSECAT00000010381,ENSOART00000007081,XM_005693695.3,ENSCAFT00000026763
ENSG00000159224_GIP,0.300346,0.351245,0.420289,0.35838600000000004,0.406537,0.465577,unclassified,ENST00000357424,ENSCSAT00000000507,ENSBTAT00000006656,ENSECAT00000008325,ENSOART00000007147,XM_005693697.2,ENSCAFT00000026753
ENSG00000159231_CBR3,0.130804,0.147849,0.16511099999999998,0.162322,0.18675799999999998,0.20831100000000002,unclassified,ENST00000290354,ENSCSAT00000006741,ENSBTAT00000024873,Null,ENSOART00000015021,XM_018052701.1,ENSCAFT00000015307
ENSG00000159248_GJD2,0.0258862,0.034548699999999995,0.0442163,0.0392224,0.0506848,0.06387999999999999,unclassified,ENST00000290374,ENSCSAT00000005183,ENSBTAT00000028966,ENSECAT00000020449,ENSOART00000021762,XM_018053800.1,ENSCAFT00000013090
ENSG00000159251_ACTC1,0.00125304,0.00305964,0.006668,0.004502,0.00968853,0.017662200000000003,unclassified,ENST00000290378,ENSCSAT00000005189,ENSBTAT00000007504,ENSECAT00000013669,Null,Null,ENSCAFT00000019379
ENSG00000159256_MORC3,0.185997,0.20147,0.21809299999999998,0.21206799999999998,0.228167,0.24275700000000003,unclassified,ENST00000400485,ENSCSAT00000006710,ENSBTAT00000015758,ENSECAT00000016224,ENSOART00000015197,XM_018052757.1,ENSCAFT00000015342
ENSG00000159259_CHAF1B,0.16538,0.17865599999999998,0.193969,0.196629,0.213639,0.23183299999999998,epistasis,ENST00000314103,ENSCSAT00000006640,ENSBTAT00000015764,ENSECAT00000001756,ENSOART00000015243,XM_018052761.1,ENSCAFT00000015369
ENSG00000159261_CLDN14,0.08135930000000001,0.09954869999999999,0.11713399999999999,0.0779962,0.0983353,0.120026,nearly-neutral,ENST00000399139,ENSCSAT00000018801,ENSBTAT00000043204,ENSECAT00000004326,ENSOART00000015274,XM_013967087.2,ENSCAFT00000015374
ENSG00000159263_SIM2,0.0895615,0.10099,0.112548,0.109202,0.12726700000000002,0.145534,unclassified,ENST00000290399,ENSCSAT00000006603,ENSBTAT00000052408,ENSECAT00000017570,ENSOART00000015326,XM_018052772.1,ENSCAFT00000015386
ENSG00000159267_HLCS,0.2454,0.263788,0.284436,0.286978,0.303388,0.32047,epistasis,ENST00000336648,ENSCSAT00000006594,ENSBTAT00000057284,ENSECAT00000012521,ENSOART00000015383,XM_018052778.1,ENSCAFT00000015393
ENSG00000159307_SCUBE1,0.09776549999999999,0.106098,0.11603800000000002,0.111479,0.12634700000000001,0.138429,unclassified,ENST00000360835,ENSCSAT00000003639,ENSBTAT00000037639,ENSECAT00000003951,ENSOART00000020893,XM_018048877.1,ENSCAFT00000001404
ENSG00000159314_ARHGAP27,0.20213599999999998,0.220867,0.24077199999999999,0.199658,0.221629,0.24271900000000002,nearly-neutral,ENST00000428638,ENSCSAT00000001712,ENSBTAT00000010092,ENSECAT00000006684,ENSOART00000011397,XM_018065269.1,ENSCAFT00000021851
ENSG00000159322_ADPGK,0.127437,0.141071,0.15801199999999999,0.166346,0.18558,0.205092,epistasis,ENST00000311669,ENSCSAT00000012006,ENSBTAT00000002065,ENSECAT00000021871,ENSOART00000020660,XM_018054678.1,ENSCAFT00000028116
ENSG00000159337_PLA2G4D,0.329428,0.351661,0.375783,0.315854,0.33923400000000004,0.35987800000000003,nearly-neutral,ENST00000290472,ENSCSAT00000006321,ENSBTAT00000003576,ENSECAT00000007306,ENSOART00000022299,XM_018054402.1,ENSCAFT00000015847
