CdsId	Chromosome	SeqLength	NbrExons	Ptot	Pn	Ps	Dtot	Dn	Ds	SitesN	SitesS	SFSnLength	SFSsLength	SFSn	SFSs
ENSG00000136807_CDK9	9	1116	7	21	3	18	6	0	6	905	211	3	18	1;1;1	3;17;1;2;1;2;2;33;1;1;1;3;2;1;1;71;2;1
ENSG00000187699_C2orf88	2	285	1	10	7	3	2	1	1	204	80	7	3	2;1;5;1;1771;1;1	1;2;1
ENSG00000153214_TMEM87B	2	1665	19	23	15	8	3	1	2	1149	351	15	8	40;1;5;1;1;2;1;1;1;3;1;1;1;1;4	2;69;11;1;1;1;2;1
ENSG00000134258_VTCN1	1	855	5	19	13	6	21	15	6	626	220	13	6	1;1;1;1;2;1;1;3;3;2;1;1;77	1;2;1;1;4;200
ENSG00000050426_LETMD1	12	1119	9	22	14	8	3	1	2	742	338	14	8	1;2;1;1;2132;1;2;1;29;1;1;1;1;6	2;1;1;1;9;8;1;1
ENSG00000102935_ZNF423	16	3852	8	131	58	73	15	1	14	3173	679	58	73	7;1;1;2;1;1;30;1;2;4;14;1;1;1;1;1;1;1;1;1;1;2;2;2;111;1;1;2;2;1;8;5;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;3	1;1;1;1;1;4;1;4;2;81;4;12;1;2;1;7;9;2;28;1;1;1;3;1;1026;1;1;289;1;2;1;1;1;29;1;1;1;4;2;2;3;113;8;1;1;1;275;4;1;7;12;1;1;9;3;1;1;1;1;2;1;2;50;2;1;1;2110;1;2;7;2;20;12
ENSG00000101040_ZMYND8	20	3723	23	76	41	35	29	18	11	2789	775	41	35	1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1640;1;1;2;1;1;19;3;1;1;2;1;1;61;2;33;2;1;1;2;1;1;1	1;519;3;1;1;1;1;2;7;1;5;1;1;1;1;2;1;8;1;36;1;14;1;10;1;1;2;3;1;1;147;1;3;1;1
ENSG00000132196_HSD17B7	1	1023	9	24	14	10	4	1	3	719	304	14	10	1;55;1;1;1;1;2;1;2;1;1;1;2;392	1;1;1;1;2;1;106;1;3;916
ENSG00000111319_SCNN1A	12	2184	12	71	45	26	24	17	7	1156	203	45	26	1;1303;173;1;1;2;7;67;1;12;1;1;1;1;1;1;1;1;2;963;4;4;1;1;1;11;1;36;1;1;1;1;1;1;1;1;1;1;1;44;1;1;1;1;2	1;2;1;1;1;1;1;1;1;1;1;1;1;93;4;1;1;36;1;1;3;1;191;38;4;20
ENSG00000184281_TSSC4	11	987	1	38	27	11	7	3	4	755	232	27	11	2;2;60;1;2;1;3;1;1;1;43;2;14;2;1;3;1;1;18;670;1;2;432;17;2;11;1	1;2;2;9;11;3;2;148;1;1;1
ENSG00000160207_HSF2BP	21	1002	8	28	14	14	6	2	4	733	269	14	14	11;1;1;5;1;1;5;3;3;1;1;1;1;2	1;1;1;1;192;4;1;1;1;29;1;7;2;1
ENSG00000203724_C1orf53	1	435	3	17	10	7	3	0	3	296	139	10	7	5;1;1;13;1;4;27;1;9;3	1;1;3;1;123;707;1801
ENSG00000082996_RNF13	3	1143	9	17	9	8	0	0	0	834	309	9	8	1;1;3;4;97;2;1;3;1	1;16;3;1659;2;1;1;1
ENSG00000101542_CDH20	18	2403	11	58	30	28	15	1	14	1723	680	30	28	1;1;1;1;1;1;1;1;1;297;1;43;15;33;1;1;1;1;1;1;1;1;2;1;1;1;3;2;1;1	3;95;1;2;2;35;1892;20;1;1;21;2;2;1;7;38;2;1;3;1;283;1;1;1;3;13;2;2
ENSG00000139597_N4BP2L1	13	729	5	7	4	3	1	0	1	521	208	4	3	6;1;1;1	1;1;2
ENSG00000101004_NINL	20	4146	23	173	105	68	54	34	20	3042	1095	105	68	337;22;1;7;1;5;77;1;1;18;2;1;1;5;2;1;4;4;1;9;1;1;1;234;11;16;1;3;1;1;1;1;2;1;196;440;1;3;3;1;1;20;1;5;1;1;3;7;10;1;1;2;44;2;4;1;5;1;1;1;1;128;4;1;7;1;1;1;1;1;1;2;1;2;15;1;1;1;1;1;1;1;1;1;196;2;102;6;1;21;1;2;1;9;1;2;2;1;1;3;38;1;2;1;1	1;1;53;26;1;1;2;9;1;5;2213;1;1;2;3;9;1;5;58;2;6;1;1;84;1;3;60;5;3;1;440;1;1;194;1;2;1;3;1;1;23;1;15;1;1;44;3;1;1;1;14;2;2;1;1;1;106;127;1;3;1;1;1;1;1;1;2;12
ENSG00000080802_CNOT4	7	2139	11	39	21	18	4	1	3	1505	631	21	18	1;4;2;1372;1;1;1;1;1;1;1;2;1;216;1;1;1;1;1;37;1	1;98;1;1;1;3;1;1;1;1;4;1;1;1;6;1;2;6
ENSG00000113522_RAD50	5	3936	25	73	52	21	14	2	12	3075	861	52	21	1;1;18;1;1;2;1;1;26;1;1;4;15;1;2;2;2;2;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;2;6;1;1;2;1;1;1;1;1;1;2;1	1;1;4;1;3;1;133;25;1;7;1;1;27;2;36;21;3;2;1;236;6
ENSG00000183307_CECR6	22	1734	1	33	16	17	4	1	3	729	165	16	17	38;13;1;3;1;1;125;1;5;1;1;29;2;1;1;1	821;1;824;1;4;141;1;3;1;1;2388;1;175;76;1132;14;1671
ENSG00000138668_HNRNPD	4	1065	8	5	2	3	1	0	1	747	318	2	3	1;1	1;1;4
ENSG00000132361_CLUH	17	3927	25	122	55	67	21	6	15	2648	484	55	67	1;1;1;1;1;18;25;2;1;1;1;1;1;1;15;1;1;5;10;1;1;1;4;1;2;2;1;3;1;1;1;1;1;1;1;956;1;18;1;3;1;1;1;1;55;1;1;1;2;1;1;1;1;1;11	1;10;1;1;1;16;5;4;3;1;2291;1;2;2;1;1;1;1;2;1;1;14;5;1;2;1;1;9;1;5;1;1;1;9;4;1;1;7;1;1;2;1;1;1;1;1;1;1;9;4;1;1;2;21;1;2;1;12;1;13;1;1;2448;1;1;1;1
ENSG00000140795_MYLK3	16	2457	13	66	40	26	14	6	8	1760	697	40	26	1;4;5;2;1;1;3;1;1;1;3;1;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;2334;1;1;1;2;1;3;1;2;1;1	1;1;2;1;1;1;32;1;4;1;1;6;1;1;3;3;1;17;1;1;1;1;2;1;1;6
ENSG00000138684_IL21	4	486	5	8	2	6	2	0	2	353	133	2	6	1;1	5;1;2;799;1;1
ENSG00000103429_BFAR	16	1350	7	30	18	12	5	3	2	955	395	18	12	1;1;1;1;12;1;1;1262;7;3;34;1;1;26;1;1;1;1	1;1;1;1;1;1;1;3;26;1;1;1
ENSG00000106070_GRB10	7	1782	16	39	21	18	2	1	1	1280	502	21	18	1;1;1;1;1;1;1;1;4;1;1;5;1;1;14;1;1;1;97;10;1	389;25;3;1;628;3;23;1;4;1;2341;1;4;1;1;1;1;1
ENSG00000186795_KCNK18	10	1152	3	36	23	13	17	11	6	855	294	23	13	1;8;444;1;1;10;1;11;1;2;3;2;16;2;1;397;1;1;1;3;1;1;5	15;1;1;1;1;4;3;1;1;3;1;8;1
ENSG00000103335_PIEZO1	16	7563	51	421	221	200	72	17	55	3820	755	221	200	6;1;1;12;12;11;2;1;16;1;1;1;1;25;2;2;1;3;1;1;1;1;1;2;1;1;1;6;1;2;1;31;3;993;1;68;1;3;1;1;1;1;1;1;1;2;1;1;1;1;10;1;1;2;1;37;1;2;3;18;2;3;8;22;1;1;1;2;832;105;1;1;104;2;1;1;1;2;46;1;1;1;1;1;1;1;3;7;2;88;1;5;1;8;1;2;59;2;1;2;59;2;6;5;1;7;2;1;11;1;878;2;1;1;1;1;12;1;1;1;4;1;1;6;3;1;1;1;1;1;2;2;1;1;2;4;6;2;1;1;1;1;2;1;1;2;1;1;3;1;2;1;1;1;4;1;4;1;2;4;1;5;1;1;1;215;4;1;9;275;1;1;3;1;1;1;36;1;2;3;1;2;1;2;1;1;1;1;1;1;2;1;1;1;2;2155;18;28;1216;10;192;40;12;1;5;18;1;1;2;5;900;60;21;3;1;1;6;890;1;58;454	1;41;1;432;10;1;1;2;512;6;73;1;40;45;2;1;662;15;8;3;1;30;1;4;2;9;24;1;1;5;1;1;1;1;1;114;12;1574;1;4;541;1;1;1;1;1;181;1;1;58;287;2;1;1;33;16;1;1;6;1;1;1;3;1;1;11;4;47;62;55;1;1;1;1;739;288;1;1;1;3;1;3;71;9;2;3;8;1;1;1;1;1;1;50;18;1;1;20;2;3;3;1;13;1;2;1;3;1;1;638;5;1;3;1;1;1;4;1;1;1;2;1;2;2;2;2;5;1;62;1;1;1;1;83;2;10;24;2;1;55;3;2;11;1;1;1;1;32;1;2;303;2;2;1;1;1;10;276;1;528;2;1;8;1;45;1;223;11;1;1;1;247;96;1;225;2;1;23;1;8;1;16;7;2;3;1;1;4;1;8;10;28;79;10;2;1;5;59;3;1499
ENSG00000183955_SETD8	12	1056	8	18	10	8	7	1	6	754	302	10	8	2;1;4;2;4;1;1;1;1;1	1;1;1;1;1;2;1;26
ENSG00000186329_TMEM212	3	582	4	8	5	3	18	13	5	424	131	5	3	1;5;1;1;2	4;3;1
ENSG00000159761_C16orf86	16	951	4	25	14	11	10	5	5	719	229	14	11	2;2;12;1;1;1;1;1;3;3;1;1;60;3	12;1;70;1;1;1;1;1;1;1;2
ENSG00000189184_PCDH18	4	3405	4	81	48	33	9	0	9	2484	918	48	33	1;2;1;1;4;1;54;16;4;4;1;1;2;45;1;3;1;2;25;4;4;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1	2;3;1;3;4;21;1;2151;1;1;1;2;1;7;1;3;1;8;13;3;2;1;2;24;1;1;1;2;1;3;1;1;2
ENSG00000110042_DTX4	11	1857	9	37	17	20	3	2	1	1425	432	17	20	1;1;1;1;10;1;1;1;18;1;1;3;1;2;2;1;1	2;1;1262;1;1;7;1;135;3;22;72;1;2;1;74;6;3;1;1;11
ENSG00000050344_NFE2L3	7	2082	4	72	55	17	21	12	9	1406	670	55	17	6;1;1;5;1;1;12;1;5;1;21;2;1;1;2;4;29;1;1;7;2;1;4;2;1;1;2;1;2;3;2;3;1;14;1;1;1;1;1;1;4;1;2;3;16;1;1;1;1;19;46;14;1;1;1	1;1;3;1;1;1;1;1;6;2;1;1;2;3;1;1;1
ENSG00000165623_UCMA	10	414	5	21	16	5	5	4	1	304	110	16	5	5;1;19;15;1;1;19;27;1;1;2;6;2;1;1;4	1;983;1;1;2
ENSG00000104808_DHDH	19	1002	7	33	26	7	18	11	7	769	233	26	7	1;1;8;2447;1;94;4;1;5;10;12;1;1;1;1;9;1;1;2271;23;1;3;18;371;1;1	28;418;1;2269;41;19;3
ENSG00000113273_ARSB	5	1599	8	47	22	25	9	1	8	1137	462	22	25	1;2;1;1;1;1;1;98;544;1430;5;1;2;4;1;1;1;2;4;1;5;11	2;72;1;281;1298;4;51;1;133;1;4;2;2;1;1;1;1;2;5;5;1;1;7;9;3
ENSG00000188032_C19orf67	19	1074	6	24	17	7	7	4	3	786	288	17	7	2;2;1;1;1;53;2;1;4;2;1;6;1;26;1;2;33	1;1;2;1;2;2;2
ENSG00000187824_TMEM220	17	480	6	17	11	6	3	1	2	328	152	11	6	59;1;1;1;1;20;1;1;15;1;22	1;2;1;1;8;4
ENSG00000197057_DTHD1	4	2463	9	54	41	13	21	14	7	1812	645	41	13	3;1;259;1;1;27;8;12;185;6;1;1;11;3;1;1;2;1;3;1;5;1;1;4;1571;46;1;2;1;1;365;1;984;100;1;1;1;1;11;7;1	1;914;1;1;2;1;3;42;3;1794;1;1;541
ENSG00000147586_MRPS28	8	561	3	25	16	9	9	6	3	389	169	16	9	1;1;1;3;2;115;95;1;4;1;29;2;15;5;12;1	6;1;29;1;7;1;1;1;12
ENSG00000134955_SLC37A2	11	1515	18	38	21	17	6	3	3	1188	327	21	17	1;1;1;12;1;1889;1;1;10;2;1;49;170;2;6;1;1;1;1;1;1	1;17;1687;1;1;1;664;1;1;2;1;5;1677;11;1;1;1
ENSG00000168264_IRF2BP2	1	1761	2	45	15	30	9	2	7	1307	388	15	30	1;1;1;1;1;2;1;1;1;182;4;1;1;43;1984	1;1;2;427;1;1;1;636;6;680;3;1;1;1;1306;2;6;1;1;1;1;2;3;1;2;1;1;3;130;1
ENSG00000108439_PNPO	17	783	7	21	12	9	1	0	1	568	215	12	9	1;1;3;149;1;1;1;1;1;1;1;1	1;814;1;1;93;1;211;1;1
ENSG00000186635_ARAP1	11	4350	33	130	86	44	54	29	25	3367	968	86	44	2;1;2;1;1;1;1;1;1;5;1;1;1;1;1;1;1248;1;1;3;1;1;1;3;6;1;1;1;1;1;4;1;1;1;1;5;5;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;8;2;1;1;1;6;99;1;1;1;1;1;6;1;1;1;1;7;30;4;3;2;1;1;8;1;3;1;2;1;1;1;2	1;1;1;1;1;6;4;1;1;10;1;1;2;1;45;1;1297;13;6;5;10;3;1;532;1;1;33;7;2;1;4;2;2;3;1;1;17;4;1;1;2;1;3;1
ENSG00000126467_TSKS	19	1776	11	65	47	18	14	10	4	1336	404	47	18	4;1;5;1;1;3;1;1;1;1;573;1;1;11;54;1;1;1;1;1;1;6;485;1;1;2;1;1;164;1;1;1;1;3;4;1;3;1;3;3;10;1;3;1;1;1;2	41;7;6;1;1;2;1;1;3;1;7;3;1;1;2;30;1;1
ENSG00000072682_P4HA2	5	1605	14	24	14	10	7	2	5	1196	409	14	10	1;12;2;1;1;1;1;1;1;1;34;1;3;1	1;1;1;1;1;1;1;1;1;1
ENSG00000170624_SGCD	5	870	8	22	8	14	6	0	6	611	259	8	14	1;1;1;1;95;1;1;1	1;2431;7;7;1;1;5;1;35;3;1;1;1;1
ENSG00000149932_TMEM219	16	720	4	17	10	7	2	1	1	506	214	10	7	1;1;4;3;130;2;4;1;4;1	3;67;3;1;1;3;1
ENSG00000222011_FAM185A	7	1176	8	21	16	5	8	5	3	842	334	16	5	1;391;448;10;1;1;1;7;1;8;1;1;1;1;1;54	1;2;1;1;1
ENSG00000196781_TLE1	9	2310	20	52	15	37	12	3	9	1744	566	15	37	1;1;2;1;1;2;21;1;6;1;2;1;1;1;1	504;13;1;228;1;2;2;1;871;4;1;7;6;4;1;1;9;1;47;1;1;1;12;1;37;1;1;1;4;1;8;1;461;1;30;1;3
ENSG00000055130_CUL1	7	2328	21	23	5	18	8	0	8	1540	788	5	18	1;1;1;1;1	1;1;1;4;11;3;2;11;5;1;1;1;153;1;1;1;25;2
ENSG00000203705_TATDN3	1	843	10	17	11	6	3	1	2	563	259	11	6	14;1;1;8;19;4;23;25;1;18;3	1141;1;1;1;2;101
ENSG00000164362_TERT	5	3396	16	83	34	49	21	10	11	2634	690	34	49	1;1;1;26;2;2;2;1;2;1;1;1;7;1;1;1;1;1;3;1;2;7;3;1;1;17;1;1;1;48;1;2;3;2	1;3;36;1;2;1;3;1;590;2;1;1;2;1;4;4;8;1;1;1;1;2;3;3;1;4;103;1;86;1;8;1;12;1;1;5;1;42;4;2;1;5;1;14;1330;1;1;2;2
ENSG00000266094_RASSF5	1	1254	6	35	23	12	10	4	6	724	224	23	12	1;38;4;24;5;30;2;1;6;1;113;14;3;2;1;2;11;1;1;1;1;1;2	232;6;1;2;173;16;59;1;1;1;539;1
ENSG00000144821_MYH15	3	5838	42	129	93	36	33	19	14	3905	1933	93	36	8;1;1;41;1;2;7;25;6;2;1;1;19;1;2;17;1;30;2;1;1;21;1;2;1;1;1;1;1;1;1;1;2;846;1;1;1;12;1;2;1;7;945;1;3;5;1;1;1;18;1;2;1;1;2;1;2;1;1;3;1;14;2;1;2422;1;2;1;1;505;1;1;1;1;1;2;2;2;2;1;1;1;1;3;1;2;12;1;2;1;1;1;1	2;12;159;4;4;1;1;1051;1;1;5;262;42;1;1;1;1;4;7;8;2;1;3;4;26;1;1;26;1;1;1;1;1;3;3;1
ENSG00000163013_FBXO41	2	2625	12	64	37	27	8	1	7	1859	496	37	27	1;1;1;1;2;1;1;1;1;1;1;1;6;100;1;54;1;1;3;1;1654;3;3;1;3;2;1;1;2;1;1;2;8;3;19;1;34	3;1;9;1;1;2379;1;1;2;200;1;6;1;2;1;1;1;1;1;3;2;31;1;1;3;1;25
ENSG00000138386_NAB1	2	1461	7	25	17	8	6	0	6	1036	425	17	8	1;1;1;18;1;1;2;1;1;1;1;1;1;1;8;1;1	1;18;44;4;2;28;15;1
ENSG00000115364_MRPL19	2	876	6	25	15	10	1	1	0	627	249	15	10	1;1;1;141;1;35;1;2;1;1;1;1;1;1;1	3;4;9;1;10;1;1;1;1;883
ENSG00000051382_PIK3CB	3	3210	22	42	17	25	39	27	12	2494	710	17	25	2;6;1;1;1;1;1;1;1;1;1;1;2;1;1;1;3	80;1;1;1;1;1;5;1;1;2;3;1;43;1;1;4;1;1;2;1;3;1;2;1;2
ENSG00000137486_ARRB1	11	1254	16	32	18	14	12	6	6	938	316	18	14	3;5;68;1;2;2;1;1;1;1;2;8;1;1;1;1;1;1	1;1;1;1;1;2;1;24;1;6;8;824;7;4
ENSG00000183723_CMTM4	16	702	5	19	10	9	1	1	0	532	170	10	9	1;1;1;1;1;1;1;1;1;2	1;2;424;1;2;1;3;1;176
ENSG00000173705_SUSD5	3	1887	5	64	42	22	19	9	10	1315	569	42	22	7;5;1;1;1;2;5;1;1;1;1;3;3;1;1;2;4;1;1703;1;2;1;38;1006;1;31;1;2;1;1;1;48;1;1;1;1;1;1;1;252;1;10	7;2;2;5;1;3;1;810;2;36;1;1;1;8;2;1;30;1;1;1;2;1
ENSG00000213676_ATF6B	6	2109	18	44	30	14	24	9	15	1533	576	30	14	9;2;19;4;1;1;2;1;1;2;1;1;1;2;1;1;2;2;1;1;12;1;1;8;1;12;1;1;5;1	3;2;1;1;1;23;1;877;1;1;244;1;1;2
ENSG00000203805_PPAPDC1A	10	813	7	21	9	12	2	0	2	581	232	9	12	4;1;1;1;1;9;1;1;1	2;14;2;981;1;1;1;2;1;91;1;841
ENSG00000227500_SCAMP4	19	687	6	35	21	14	4	0	4	572	106	21	14	2;1;21;2;1;1;1;8;5;1;4;8;1;5;2;1;1;6;7;37;1	1;121;8;16;3;2;4;1;9;60;1;6;1;4
ENSG00000203910_C1orf146	1	540	5	10	10	0	0	0	0	416	124	10	0	1;1;2;7;57;1;1;1;1;1	
ENSG00000179604_CDC42EP4	17	1068	1	37	19	18	10	4	6	853	215	19	18	11;3;1;1;2;1;8;13;1;1;1;1;1;65;2;1;1;2;1	1;1;5;3;2;1;4;2;1;8;14;4;1;1;7;56;1;1
ENSG00000054967_RELT	11	1290	10	55	24	31	7	4	3	942	348	24	31	1;1;1;2;1;2;1;1;2;52;1;1;1;3;9;2;2;2;36;46;1;1;2;1	1;4;3;1;1;1;7;1;2;3;1;1;1;4;15;11;1;11;1;1;63;3;11;1;1;21;411;2;235;7;654
ENSG00000186687_LYRM7	5	312	5	8	4	4	0	0	0	239	73	4	4	2;13;1;2	1;72;1;1
ENSG00000159176_CSRP1	1	579	5	8	3	5	4	0	4	433	146	3	5	53;2;1	1;74;3;1;1
ENSG00000054148_PHPT1	9	375	3	12	8	4	2	0	2	172	41	8	4	2;1;14;1;7;2;1;3	1;1;214;1
ENSG00000033867_SLC4A7	3	3777	26	85	58	27	12	4	8	2779	998	58	27	1;1;1;2;1;1;1;1;1;1;1;8;35;9;1;1;1;3;1;1;81;1;1;2;1;2;23;1;1;1;1;1;1;1;1;1;3;1;647;1;1;1;2;7;1;2;12;8;164;1;1;1;1;2;1;1;1;8	1;4;1;362;1;1;1;11;642;1;1;1;1;2;2;1;366;823;1;5;7;1;520;1;605;3;1
ENSG00000121351_IAPP	12	267	2	11	4	7	2	2	0	192	75	4	7	1;11;1;3	5;1;1;1;5;1;7
ENSG00000136261_BZW2	7	1257	11	23	9	14	2	0	2	871	386	9	14	1;2;1;1;1;2;1;1;1	1;1;1;2;1;11;78;8;10;1;1;2;1;38
ENSG00000125630_POLR1B	2	3519	16	75	39	36	18	5	13	2503	902	39	36	1;4;61;12;1;4;1;13;1;2;1;2245;1;1;1;11;14;1;1;4;52;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;2;1;1	1;1;1;1;1;3;1;2233;1;1;1;2;1;2;2;1;1;1;167;2;2;112;1;1;1;1;1;1;1;12;2;32;2;1;86;1
ENSG00000170819_BFSP2	3	1245	7	39	26	13	10	3	7	872	373	26	13	2;2;1;2;1;7;1;1;2;1;1;2;1;3;1;3;2;1;1;9;2;1;1;1;1;167	1;24;47;5;1;47;1;1;2186;1;4;2;1
ENSG00000148516_ZEB1	10	3375	9	78	53	25	11	4	7	2407	914	53	25	1;1;86;8;11;1;1;1;1;2;1;1;1;4;1;1;1;1;2;86;3;1;1;1;1;3;2;1;1;3;1;8;1;1;6;6;1;1;15;26;1;1;1;1;7;1;1;1;1;1;3;3;18	1;430;1;17;89;1;2;1;1;1;90;1;1;1;115;14;3;1;4;2;1;1;3;1;1
ENSG00000119574_ZBTB45	19	1533	2	61	23	38	7	2	5	1077	453	23	38	2;2;1;42;4;1;1;83;1;1;2;1;1;1;1;1;1;1;1;1;4;2;1	1;3;1;1;1;6;1;1;3;1;3;92;3;4;1;1;3;1;1;4;1;1;2;1;1;1;783;1;3;1;2;1;24;1;18;3;1;1
ENSG00000016864_GLT8D1	3	1113	9	21	12	9	4	1	3	794	318	12	9	1;1;2;1;1;1;1;108;8;32;1;1	1;1;1;1;1;1;1;2;1
ENSG00000136141_LRCH1	13	2289	20	48	29	19	46	29	17	1570	605	29	19	1;2;6;1;4;77;1;1;2;4;1;3;1;1;1;2;56;1;1;11;6;39;1;1;1;1;1;22;1	16;751;2;1;172;1;147;1;1;1;3;1;1;1;178;1;4;1;441
ENSG00000196712_NF1	17	8517	58	93	40	53	16	1	15	6204	2313	40	53	1;1;2;1;4;1;1;1;1;1;3;29;1;2;7;6;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;15;1;2;1;1;1;1;14;1	23;9;7;1;2445;31;1;1;1;2488;1;135;14;2;1;1;13;8;5;22;1;1;1;11;1;1;1;1;107;1;81;1;10;1;1;5;1;19;1;1;1;1;1;1;1;2;5;59;1;26;1;1;3
ENSG00000135900_MRPL44	2	996	4	27	17	10	7	3	4	755	241	17	10	1;1;6;2;1;3;1;8;1;239;1;6;1;2;1;1;1	1;1;243;291;11;1;1;1;1;1
ENSG00000162891_IL20	1	528	5	10	5	5	2	0	2	391	137	5	5	2;2;2;1;1	1;1;1;1;25
ENSG00000144118_RALB	2	618	4	10	3	7	18	14	4	417	96	3	7	1;1;3	221;1;2;1;1;1;1
ENSG00000147050_KDM6A	X	4287	30	37	23	14	5	0	5	2972	1159	23	14	4;1;1;1;1;1;1;1;27;1;1;1;1;1;1;1;1;1;1;7;1;1;1	1;1;1;1;1;1;1;1;1;4;1;837;13;20
ENSG00000136874_STX17	9	906	7	20	12	8	4	0	4	651	255	12	8	5;1;153;1;2;1;4;1;5;1;5;2	1;1;4;1;3;2;1;1
ENSG00000099812_MISP	19	2037	4	92	54	38	25	12	13	1559	478	54	38	1;1;103;1;2;30;19;1;2;1;1;4;1242;4;1;1;1;11;1;1;14;24;336;1;1;2;76;7;4;3;4;1;2;1;1;1;2;2;1;2;7;1;3;1;16;1;1;1;2;1;235;1;1;13	1;940;1;1;20;41;1;10;1219;4;18;94;1;1008;4;1;1;2;1;1;2;1;13;1;1;2;1;1;6;12;24;1;1;3;2;1;2;3
ENSG00000204564_C6orf136	6	1488	6	33	15	18	8	2	6	1009	479	15	18	1;1;1;1;211;1;8;1;86;22;1;2;11;8;2	1;3;1;11;3;86;292;39;1;32;13;1;1;1;1;10;1;1
ENSG00000161992_PRR35	16	1713	2	52	33	19	25	14	11	1273	440	33	19	2;6;44;5;19;1;2;1;11;8;1;1;2;2;35;2;1;1;12;753;12;4;1;1;4;1;1;51;1;2;1;202;1	1;1;11;38;38;1;1;3;1;2;1;1;952;6;1;2;1;3;1
ENSG00000185668_POU3F1	1	1353	1	11	4	7	110	58	52	788	151	4	7	1;11;1;8	5;2;1;1;1;34;75
ENSG00000187862_TTC24	1	1746	10	51	35	16	31	21	10	1239	423	35	16	2;26;1;1;3;44;1;1;1;22;2;88;2;1753;1;9;4;4;1;1;1;1;5;4;3;2;1;8;77;3;55;3;1;61;264	1;1;1;7;7;1;1;2;1;1;1;1;9;1;5;1162
ENSG00000165861_ZFYVE1	14	2367	12	48	28	20	20	7	13	1732	599	28	20	1;1;4;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;47;1;1;1;2;1;1;4;1;1	1;1;2400;9;1;3;6;13;1;4;423;1387;1;1;1;6;1444;1;3;1
ENSG00000196453_ZNF777	7	2493	5	67	32	35	8	1	7	1943	550	32	35	1;1;1;1;2;769;1;1;6;1;1;5;2;2;1;1;1;1;2;2;9;1697;89;2;93;2;1979;2;1;1;1;2	4;1;1;1;2;1;1;1;1;27;1;1;1;5;158;8;3;1;234;7;3;2;1;1;2;4;2;2;1;1;1;1;5;101;10
ENSG00000164897_TMUB1	7	738	2	19	15	4	0	0	0	551	187	15	4	1;1;4;3;1;1;1;1;1;5;1;1;3;1;1	1;1;2;1
ENSG00000180992_MRPL14	6	435	2	14	10	4	4	2	2	331	104	10	4	2;1;2;1;1;1;1;1;1;1	1;1652;69;11
ENSG00000163468_CCT3	1	1635	14	39	25	14	5	1	4	1163	472	25	14	1;1;370;1;1;2;1;1;1;1;2;1;1;1;1;1;104;1;1;15;1;1;1;1;1	1;1;1;1;1;370;2;3;1;8;1;1;1;1
ENSG00000183826_BTBD9	6	1836	10	28	13	15	13	6	7	1413	423	13	15	1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;2;5;1;2;2;1;1;1;10;1;1
ENSG00000172116_CD8B	2	729	6	17	10	7	6	4	2	538	191	10	7	1;553;86;14;5;876;7;1;36;3	314;1;1;1;44;65;1
ENSG00000053900_ANAPC4	4	2427	28	31	20	11	4	1	3	1809	615	20	11	1;1;1;1;1;1;1;1;1;3;1;11;1;1;1;371;1;1;3;1	1;1;14;1;7;1;406;1;35;2492;2
ENSG00000157765_SLC34A2	4	2070	12	70	31	39	17	7	10	1530	537	31	39	64;3;1;1;2;1;1;1;1;1;8;2;58;5;110;1;1;1;3;7;1;2;2;1;1;1;1;1;4;447;1	20;1;1;1;1;1;2;1;3;51;1;16;1;1;17;1;1;1;1;2;1;1;1;32;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1
ENSG00000076258_FMO4	1	1674	8	45	32	13	8	3	5	1261	413	32	13	2;2;1;1;1;1;1;1;1;8;1;1;2;1;1;377;14;5;1;7;1;1;1;4;3;4;1;6;1;40;1;1	4;1;1;1;1;1;58;14;16;1;1;1;1
ENSG00000126822_PLEKHG3	14	3489	14	109	71	38	34	13	21	2599	827	71	38	1;3;1;1;1;1;1;15;18;1;15;1;2;1;1;1;5;2;26;2;5;1;23;1;10;2;3;1;1;4;1;2;1;1;1;2;1;1;1;1;4;3;12;1;1;1;1;1;23;1;1;1;6;416;2;16;1;1;11;3;2;1;1;1;2;2;1;1;1;26;1	1;1;1;1;1;1;619;215;7;2;1;2;1;1;2;5;87;4;1154;1;2;1;1;1;1;9;1;1;60;1;1;2;1;1;1;1;1;1
ENSG00000164983_TMEM65	8	720	7	7	4	3	4	1	3	431	196	4	3	1;1;1;1	2;8;1
